Date,Country,Production_Tons,Export_Tons,USD_Price,Month,Year,Season
2020-07-21,Canada,349946,26503,8.2,7,2020,Summer
2010-10-12,Czech Republic,267773,19607,8.94,10,2010,Spring
2023-11-03,Japan,210309,26344,15.63,11,2023,Spring
2016-01-14,Japan,342495,20846,14.23,1,2016,Winter
2021-12-13,Sweden,316297,26872,6.37,12,2021,Winter
2014-01-24,Spain,150284,11237,8.27,1,2014,Winter
2011-08-08,Lebanon,233917,25826,8.08,8,2011,Summer
2020-05-22,Argentina,341451,10344,13.15,5,2020,Spring
2021-01-17,Libya,330106,7885,16.53,1,2021,Winter
2012-09-01,Algeria,221338,34672,14.61,9,2012,Spring
2013-11-25,South Africa,343212,11937,7.24,11,2013,Spring
2019-03-29,UAE,280650,38154,15.02,3,2019,Ramadan
2014-10-21,Greece,317173,20382,10.03,10,2014,Spring
2020-09-19,China,243686,23879,7.62,9,2020,Spring
2010-02-14,Turkey,194767,20773,12.15,2,2010,Winter
2022-12-08,Romania,339378,27143,18.36,12,2022,Winter
2014-03-25,Peru,187076,6794,17.16,3,2014,Ramadan
2024-08-29,Argentina,190100,30821,6.59,8,2024,Summer
2013-07-28,Germany,295024,38758,9.25,7,2013,Summer
2017-09-05,Egypt,212447,39967,9.29,9,2017,Spring
2011-03-11,Italy,319199,73670,16.1,3,2011,Ramadan
2014-11-20,Colombia,316461,27034,6.98,11,2014,Spring
2010-01-15,Denmark,231218,34629,12.5,1,2010,Winter
2015-06-18,Germany,188738,39916,16.18,6,2015,Summer
2020-01-23,Algeria,190922,28308,7.3,1,2020,Winter
2021-08-15,UK,259045,34361,17.47,8,2021,Summer
2013-11-25,Saudi Arabia,321195,23956,18.14,11,2013,Spring
2021-08-15,Hungary,332299,7390,15.2,8,2021,Summer
2022-04-12,USA,209286,57624,15.99,4,2022,Ramadan
2020-09-19,Lebanon,227260,9234,5.7,9,2020,Spring
2017-06-07,Turkey,279742,18491,14.67,6,2017,Summer
2011-11-06,Egypt,290621,16939,16.05,11,2011,Spring
2010-08-13,Algeria,288082,13603,16.4,8,2010,Summer
2016-10-10,Jordan,187155,10478,6.4,10,2016,Spring
2020-12-18,India,185595,34732,16.5,12,2020,Winter
2023-03-08,Belgium,316064,33423,11.08,3,2023,Ramadan
2019-08-26,Greece,305558,37100,8.75,8,2019,Summer
2013-06-28,Canada,207812,78838,11.85,6,2013,Summer
2011-12-06,South Africa,336823,25796,16.44,12,2011,Winter
2014-07-23,Denmark,318016,16361,9.58,7,2014,Summer
2020-10-19,Libya,339941,18447,5.98,10,2020,Spring
2022-11-08,Hungary,243269,27317,6.18,11,2022,Spring
2021-08-15,Spain,204430,28480,11.37,8,2021,Summer
2015-10-16,Brazil,293292,9627,17.56,10,2015,Spring
2020-06-21,Switzerland,229559,27379,16.37,6,2020,Summer
2016-07-12,Czech Republic,174370,32536,14.05,7,2016,Summer
2017-10-05,Spain,193768,21990,10.33,10,2017,Spring
2010-03-16,India,228004,14250,11.2,3,2010,Ramadan
2013-06-28,Mexico,295513,17558,12.51,6,2013,Summer
2018-11-29,Jordan,179721,27008,17.54,11,2018,Spring
2023-12-03,Colombia,311870,21146,10.0,12,2023,Winter
2015-03-20,Kuwait,245688,25948,15.87,3,2015,Ramadan
2019-03-29,Morocco,297631,29712,11.79,3,2019,Ramadan
2021-07-16,Turkey,217487,21977,5.71,7,2021,Summer
2018-03-04,Lebanon,302871,36052,5.51,3,2018,Ramadan
2013-05-29,Romania,156680,26944,6.12,5,2013,Spring
2014-09-21,Egypt,214741,32398,9.66,9,2014,Spring
2011-06-09,Poland,241286,21706,8.47,6,2011,Summer
2014-04-24,Morocco,313371,16919,14.08,4,2014,Ramadan
2020-11-18,Peru,161000,38653,8.56,11,2020,Spring
2018-08-01,Netherlands,311509,11716,16.78,8,2018,Summer
2010-11-11,Kuwait,316837,12156,7.66,11,2010,Spring
2015-07-18,South Africa,166599,16504,11.44,7,2015,Summer
2023-11-03,UAE,288711,38632,7.03,11,2023,Spring
2014-10-21,Kuwait,345197,17331,17.75,10,2014,Spring
2021-02-16,Netherlands,251155,12430,8.84,2,2021,Winter
2023-09-04,Argentina,273122,9851,9.38,9,2023,Spring
2022-02-11,Libya,231625,9668,13.47,2,2022,Winter
2022-10-09,Jordan,252445,18629,6.81,10,2022,Spring
2017-06-07,Lebanon,281921,17129,17.3,6,2017,Summer
2011-09-07,Jordan,308122,28770,15.62,9,2011,Spring
2022-10-09,Netherlands,333732,7982,16.53,10,2022,Spring
2023-03-08,India,220968,15456,10.33,3,2023,Ramadan
2013-07-28,Turkey,298975,31740,12.61,7,2013,Summer
2016-05-13,Portugal,202535,14665,16.98,5,2016,Spring
2012-12-30,Lebanon,157677,11733,8.41,12,2012,Winter
2010-04-15,Switzerland,220796,22900,5.79,4,2010,Ramadan
2019-03-29,Switzerland,298414,9757,7.64,3,2019,Ramadan
2023-01-07,Libya,187675,19666,16.69,1,2023,Winter
2014-04-24,India,186086,9848,9.39,4,2014,Ramadan
2013-11-25,Poland,167583,7770,18.28,11,2013,Spring
2016-05-13,Libya,236798,24558,17.47,5,2016,Spring
2021-10-14,Japan,154097,15338,16.94,10,2021,Spring
2021-12-13,Algeria,349762,13544,7.25,12,2021,Winter
2014-02-23,France,179242,42293,9.32,2,2014,Winter
2021-07-16,Austria,155047,30939,12.13,7,2021,Summer
2015-05-19,Canada,192930,70973,18.04,5,2015,Spring
2023-07-06,Morocco,301218,18038,12.99,7,2023,Summer
2023-09-04,Italy,228631,78414,16.57,9,2023,Spring
2016-06-12,Poland,165699,22669,5.82,6,2016,Summer
2011-06-09,Egypt,288699,10553,12.19,6,2011,Summer
2024-09-28,Romania,203030,26480,6.89,9,2024,Spring
2024-05-01,India,287845,30072,11.11,5,2024,Spring
2024-09-28,UAE,150546,37033,7.09,9,2024,Spring
2010-04-15,Argentina,258036,18981,9.98,4,2010,Ramadan
2020-01-23,Denmark,251830,16426,18.49,1,2020,Winter
2014-08-22,Kuwait,226277,12581,6.64,8,2014,Summer
2018-12-29,Australia,278544,8665,12.44,12,2018,Winter
2020-01-23,Brazil,237149,31254,15.64,1,2020,Winter
2014-11-20,UAE,195019,5871,14.03,11,2014,Spring
2021-08-15,Canada,305987,40159,15.24,8,2021,Summer
2023-09-04,Belgium,331803,19828,16.9,9,2023,Spring
2010-08-13,Spain,349230,7726,14.85,8,2010,Summer
2011-07-09,Mexico,169959,32852,7.41,7,2011,Summer
2014-11-20,Australia,249021,25743,12.91,11,2014,Spring
2015-05-19,India,291235,37223,6.54,5,2015,Spring
2023-09-04,Kuwait,225188,37914,9.09,9,2023,Spring
2014-09-21,Argentina,271555,13463,13.23,9,2014,Spring
2022-01-12,Japan,259110,23594,14.52,1,2022,Winter
2021-11-13,Colombia,260608,27475,12.76,11,2021,Spring
2023-12-03,Chile,315403,18631,14.4,12,2023,Winter
2017-05-08,Japan,222689,9849,15.6,5,2017,Spring
2011-01-10,Netherlands,243827,18216,14.64,1,2011,Winter
2022-03-13,Hungary,345649,12635,7.17,3,2022,Ramadan
2023-03-08,Argentina,240291,8764,14.8,3,2023,Ramadan
2017-07-07,Japan,217695,8936,17.92,7,2017,Summer
2015-12-15,Qatar,200961,31171,10.66,12,2015,Winter
2017-10-05,Australia,322666,23204,12.66,10,2017,Spring
2022-06-11,Colombia,182737,16848,13.42,6,2022,Summer
2020-01-23,Romania,319678,9326,6.59,1,2020,Winter
2021-05-17,Libya,317470,25456,17.1,5,2021,Spring
2020-03-23,Sweden,165549,29577,6.82,3,2020,Ramadan
2016-03-14,USA,182398,55164,11.41,3,2016,Ramadan
2021-06-16,Denmark,206931,18068,9.89,6,2021,Summer
2024-08-29,Japan,223558,8909,7.27,8,2024,Summer
2024-04-01,Morocco,336235,24094,8.98,4,2024,Ramadan
2010-09-12,UK,216845,30915,8.14,9,2010,Spring
2021-03-18,Italy,292992,31826,9.32,3,2021,Ramadan
2022-03-13,Kuwait,188359,22907,16.8,3,2022,Ramadan
2019-04-28,Spain,224005,35480,15.56,4,2019,Ramadan
2017-01-08,Portugal,335132,35374,8.66,1,2017,Winter
2020-10-19,India,179330,27977,16.62,10,2020,Spring
2010-08-13,UAE,224479,18351,7.85,8,2010,Summer
2021-03-18,Romania,279474,17855,18.42,3,2021,Ramadan
2023-05-07,Switzerland,203711,32739,6.02,5,2023,Spring
2019-02-27,Peru,226722,13677,6.18,2,2019,Winter
2020-05-22,USA,227305,54770,11.4,5,2020,Spring
2018-04-03,Colombia,216823,37638,12.77,4,2018,Ramadan
2011-08-08,Canada,269658,27953,7.23,8,2011,Summer
2012-03-05,Colombia,179305,16815,13.44,3,2012,Ramadan
2019-03-29,Algeria,294241,29580,17.54,3,2019,Ramadan
2013-07-28,Argentina,232608,20322,16.13,7,2013,Summer
2022-07-11,Peru,229178,24295,11.26,7,2022,Summer
2019-11-24,UAE,189743,21085,15.29,11,2019,Spring
2021-08-15,Japan,302564,20967,6.03,8,2021,Summer
2013-06-28,Kuwait,194054,35592,17.15,6,2013,Summer
2024-04-01,Hungary,154134,16913,14.79,4,2024,Ramadan
2010-07-14,Kuwait,178898,37939,11.36,7,2010,Summer
2019-07-27,Mexico,262694,17756,10.96,7,2019,Summer
2012-11-30,Switzerland,343910,15793,8.45,11,2012,Spring
2017-09-05,Netherlands,336214,26127,7.0,9,2017,Spring
2012-08-02,Peru,209353,23683,12.97,8,2012,Summer
2024-05-01,Canada,319793,27698,16.32,5,2024,Spring
2011-02-09,Germany,171292,16859,6.09,2,2011,Winter
2013-12-25,France,328706,27507,17.0,12,2013,Winter
2024-06-30,France,346118,64388,17.24,6,2024,Summer
2020-03-23,Switzerland,297242,9347,6.6,3,2020,Ramadan
2018-01-03,Australia,232288,10500,13.32,1,2018,Winter
2011-08-08,Saudi Arabia,172189,34113,15.99,8,2011,Summer
2020-07-21,Denmark,259504,32599,11.49,7,2020,Summer
2011-07-09,UAE,269027,36447,13.67,7,2011,Summer
2010-01-15,Switzerland,274912,6990,7.77,1,2010,Winter
2010-09-12,Turkey,181490,34955,12.83,9,2010,Spring
2017-07-07,France,291711,62738,16.37,7,2017,Summer
2018-09-30,Saudi Arabia,172422,13180,18.17,9,2018,Spring
2013-06-28,Portugal,227314,16607,8.87,6,2013,Summer
2020-11-18,Colombia,298198,22108,7.99,11,2020,Spring
2022-04-12,Australia,199950,18313,17.8,4,2022,Ramadan
2020-03-23,UK,169389,39706,11.34,3,2020,Ramadan
2021-07-16,Colombia,162479,13052,8.5,7,2021,Summer
2015-09-16,Algeria,215718,13829,17.18,9,2015,Spring
2022-01-12,South Africa,206260,5081,14.8,1,2022,Winter
2020-10-19,Sweden,295928,22086,12.4,10,2020,Spring
2021-01-17,Egypt,187181,32216,5.52,1,2021,Winter
2018-09-30,France,305984,24490,6.38,9,2018,Spring
2022-11-08,Norway,153255,14527,9.36,11,2022,Spring
2022-05-12,Belgium,181409,37799,16.78,5,2022,Spring
2011-08-08,Poland,207445,16045,16.6,8,2011,Summer
2022-08-10,Saudi Arabia,249332,13994,14.01,8,2022,Summer
2017-02-07,Morocco,192136,8411,10.56,2,2017,Winter
2017-10-05,Algeria,244614,8978,12.75,10,2017,Spring
2024-07-30,Netherlands,236073,34533,13.51,7,2024,Summer
2022-06-11,Greece,316813,27967,12.77,6,2022,Summer
2011-10-07,Denmark,175032,29454,7.69,10,2011,Spring
2024-07-30,Libya,168247,31594,13.28,7,2024,Summer
2014-07-23,UAE,239478,22371,18.07,7,2014,Summer
2010-07-14,Portugal,309062,5851,9.05,7,2010,Summer
2014-04-24,Czech Republic,324215,6122,17.64,4,2014,Ramadan
2020-07-21,Jordan,344313,39010,13.3,7,2020,Summer
2012-04-04,Netherlands,236156,16174,10.15,4,2012,Ramadan
2022-10-09,Portugal,266492,27699,7.47,10,2022,Spring
2020-02-22,Romania,268453,27726,13.64,2,2020,Winter
2020-03-23,Qatar,286543,7595,15.79,3,2020,Ramadan
2011-09-07,Algeria,228541,36265,5.62,9,2011,Spring
2023-10-04,France,291151,72855,14.43,10,2023,Spring
2011-07-09,India,224774,5631,16.25,7,2011,Summer
2013-04-29,Libya,286485,7523,6.92,4,2013,Ramadan
2010-08-13,Norway,210125,24706,18.5,8,2010,Summer
2015-05-19,Colombia,337930,19785,13.41,5,2015,Spring
2019-07-27,Saudi Arabia,320635,27257,17.69,7,2019,Summer
2024-08-29,Belgium,248354,7448,16.9,8,2024,Summer
2023-04-07,Jordan,180725,7061,18.19,4,2023,Ramadan
2012-05-04,Norway,241400,5979,17.16,5,2012,Spring
2011-12-06,Romania,323255,33452,8.96,12,2011,Winter
2010-04-15,Belgium,196163,16384,8.58,4,2010,Ramadan
2019-06-27,Jordan,177177,31953,11.95,6,2019,Summer
2024-06-30,Chile,242267,9538,16.45,6,2024,Summer
2017-04-08,Turkey,275488,31071,14.05,4,2017,Ramadan
2024-05-31,China,206102,21467,17.47,5,2024,Spring
2011-08-08,Portugal,335941,25740,7.7,8,2011,Summer
2018-06-02,Lebanon,209844,24048,12.33,6,2018,Summer
2020-12-18,Portugal,250116,11627,12.16,12,2020,Winter
2019-05-28,Czech Republic,249280,31943,14.07,5,2019,Spring
2022-01-12,Poland,330625,19666,9.19,1,2022,Winter
2013-05-29,Turkey,203356,11304,5.93,5,2013,Spring
2023-05-07,Argentina,254302,28321,17.24,5,2023,Spring
2012-10-01,Czech Republic,179719,16729,15.44,10,2012,Spring
2018-11-29,Japan,237409,28522,14.36,11,2018,Spring
2022-10-09,Morocco,289980,38882,14.87,10,2022,Spring
2014-10-21,Algeria,303274,23094,7.06,10,2014,Spring
2022-06-11,USA,312981,73636,13.48,6,2022,Summer
2022-08-10,Denmark,236902,8457,16.58,8,2022,Summer
2014-07-23,India,346768,26506,13.05,7,2014,Summer
2022-03-13,Turkey,256990,26953,17.17,3,2022,Ramadan
2020-06-21,UK,292513,42413,5.98,6,2020,Summer
2024-05-31,UK,268227,35616,13.55,5,2024,Spring
2012-04-04,Mexico,326095,13087,12.75,4,2012,Ramadan
2016-08-11,Germany,228017,29736,15.53,8,2016,Summer
2013-06-28,Saudi Arabia,203335,37796,15.68,6,2013,Summer
2018-12-29,Qatar,315379,26256,14.55,12,2018,Winter
2024-09-28,Sweden,346524,28487,18.44,9,2024,Spring
2014-12-20,UK,349120,57591,5.91,12,2014,Winter
2010-04-15,Czech Republic,291241,24018,18.46,4,2010,Ramadan
2012-04-04,Portugal,231569,5211,9.06,4,2012,Ramadan
2014-10-21,Egypt,197645,8116,6.03,10,2014,Spring
2010-04-15,Algeria,177244,10455,8.91,4,2010,Ramadan
2010-06-14,South Africa,189239,22416,14.56,6,2010,Summer
2018-11-29,Germany,292422,57029,12.32,11,2018,Spring
2024-07-30,Switzerland,266959,30342,8.27,7,2024,Summer
2012-10-31,India,163804,27377,13.42,10,2012,Spring
2016-10-10,Poland,246460,23672,6.16,10,2016,Spring
2023-02-06,Greece,218927,16686,12.83,2,2023,Winter
2024-07-30,Colombia,163690,27019,12.38,7,2024,Summer
2019-12-24,Morocco,326605,31144,15.23,12,2019,Winter
2019-12-24,Netherlands,306468,26143,6.16,12,2019,Winter
2016-01-14,France,207728,58564,5.59,1,2016,Winter
2011-11-06,Germany,239179,28370,13.39,11,2011,Spring
2016-10-10,UK,278608,44527,8.47,10,2016,Spring
2017-05-08,Argentina,169104,5724,11.91,5,2017,Spring
2023-12-03,Portugal,175422,13093,10.64,12,2023,Winter
2015-05-19,Japan,263962,39763,5.65,5,2015,Spring
2020-05-22,Algeria,339682,10059,9.72,5,2020,Spring
2011-02-09,Portugal,334979,15039,15.07,2,2011,Winter
2019-01-28,Colombia,323770,15922,13.82,1,2019,Winter
2018-07-02,Libya,151607,26228,6.98,7,2018,Summer
2023-05-07,Mexico,337977,22158,11.38,5,2023,Spring
2024-09-28,France,262692,33774,15.71,9,2024,Spring
2021-01-17,Algeria,316169,5749,15.61,1,2021,Winter
2014-02-23,Japan,344361,5930,6.95,2,2014,Winter
2018-08-31,UK,311656,53915,8.04,8,2018,Summer
2017-10-05,UAE,202293,16356,7.53,10,2017,Spring
2022-10-09,Switzerland,314655,33030,18.26,10,2022,Spring
2010-06-14,China,206739,47061,13.19,6,2010,Summer
2016-03-14,Belgium,172813,9391,10.55,3,2016,Ramadan
2012-08-02,France,164663,70855,8.48,8,2012,Summer
2014-02-23,Algeria,273948,18660,10.56,2,2014,Winter
2014-03-25,Chile,214962,17806,15.8,3,2014,Ramadan
2019-01-28,Denmark,329389,11802,8.54,1,2019,Winter
2011-01-10,Jordan,174100,22814,12.28,1,2011,Winter
2022-07-11,Kuwait,304357,25090,16.18,7,2022,Summer
2023-11-03,France,343210,68624,14.22,11,2023,Spring
2016-11-09,Norway,187694,14194,11.75,11,2016,Spring
2015-12-15,China,160787,22662,18.42,12,2015,Winter
2017-09-05,Saudi Arabia,289568,32529,11.34,9,2017,Spring
2016-06-12,Turkey,180299,14028,11.19,6,2016,Summer
2023-07-06,Greece,206739,20193,6.69,7,2023,Summer
2017-11-04,Greece,158854,21207,9.04,11,2017,Spring
2013-05-29,Austria,307693,24445,10.86,5,2013,Spring
2015-12-15,Australia,320796,10024,16.21,12,2015,Winter
2024-03-02,South Africa,304697,34020,14.3,3,2024,Ramadan
2016-03-14,Sweden,271705,36279,6.78,3,2016,Ramadan
2015-04-19,UAE,153637,13854,7.98,4,2015,Ramadan
2020-08-20,Netherlands,226958,28645,8.34,8,2020,Summer
2017-12-04,Sweden,200749,16970,15.62,12,2017,Winter
2010-01-15,Chile,229481,8961,13.06,1,2010,Winter
2016-10-10,Algeria,294563,37607,7.5,10,2016,Spring
2013-08-27,Libya,199768,8230,9.29,8,2013,Summer
2015-11-15,UAE,343667,14989,14.63,11,2015,Spring
2024-01-02,Portugal,179001,18848,12.92,1,2024,Winter
2019-01-28,Chile,335096,16985,6.67,1,2019,Winter
2012-11-30,Turkey,248993,34459,7.23,11,2012,Spring
2012-02-04,Jordan,213002,7121,9.0,2,2012,Winter
2024-08-29,Algeria,160420,6408,8.72,8,2024,Summer
2012-10-31,Portugal,317233,19255,10.37,10,2012,Spring
2022-10-09,South Africa,156722,15234,7.33,10,2022,Spring
2020-01-23,Netherlands,278594,24736,15.77,1,2020,Winter
2023-09-04,Romania,286035,37088,8.92,9,2023,Spring
2020-07-21,Japan,213617,8001,14.62,7,2020,Summer
2015-10-16,Norway,297556,14946,16.68,10,2015,Spring
2010-10-12,Norway,273564,30538,5.71,10,2010,Spring
2016-05-13,China,192623,50380,12.44,5,2016,Spring
2023-05-07,Chile,261768,15811,11.88,5,2023,Spring
2020-04-22,Netherlands,286473,17050,6.39,4,2020,Ramadan
2024-05-31,Czech Republic,191144,16276,8.54,5,2024,Spring
2019-08-26,Spain,271615,20897,10.29,8,2019,Summer
2021-07-16,USA,297241,56804,9.79,7,2021,Summer
2011-05-10,Romania,186312,39092,14.04,5,2011,Spring
2016-05-13,USA,249883,58309,16.19,5,2016,Spring
2024-03-02,Poland,222839,37463,17.29,3,2024,Ramadan
2014-05-24,Qatar,308557,31164,16.0,5,2014,Spring
2022-04-12,France,342690,76627,16.04,4,2022,Ramadan
2017-11-04,Netherlands,326748,32359,15.22,11,2017,Spring
2024-01-02,Peru,300131,29175,14.93,1,2024,Winter
2016-08-11,France,273987,71420,16.0,8,2016,Summer
2010-02-14,Austria,156145,39107,11.86,2,2010,Winter
2017-08-06,Japan,196643,22345,11.23,8,2017,Summer
2016-02-13,Sweden,204455,8988,8.46,2,2016,Winter
2023-07-06,Switzerland,224498,23164,11.09,7,2023,Summer
2018-12-29,UAE,193790,11908,13.69,12,2018,Winter
2020-05-22,Australia,192033,11579,14.58,5,2020,Spring
2024-01-02,Brazil,230877,34531,15.48,1,2024,Winter
2011-07-09,Qatar,273733,5779,14.0,7,2011,Summer
2019-08-26,Mexico,227123,18258,12.7,8,2019,Summer
2010-03-16,Colombia,175453,27258,8.03,3,2010,Ramadan
2012-03-05,Denmark,290303,16913,8.34,3,2012,Ramadan
2012-04-04,Switzerland,319204,28505,11.57,4,2012,Ramadan
2021-01-17,Switzerland,232064,19931,17.55,1,2021,Winter
2017-10-05,Romania,279191,6501,15.71,10,2017,Spring
2014-09-21,Morocco,282214,39256,14.4,9,2014,Spring
2022-09-09,Saudi Arabia,238705,12272,17.67,9,2022,Spring
2024-05-01,USA,216982,70080,9.26,5,2024,Spring
2021-09-14,Brazil,231688,33858,17.59,9,2021,Spring
2017-07-07,Germany,178633,23996,13.5,7,2017,Summer
2013-06-28,Brazil,253546,37565,15.68,6,2013,Summer
2024-01-02,Belgium,269518,24059,14.96,1,2024,Winter
2013-09-26,Italy,322114,67430,18.04,9,2013,Spring
2024-02-01,Hungary,246532,38252,18.41,2,2024,Winter
2018-04-03,Sweden,299686,18781,14.23,4,2018,Ramadan
2012-11-30,Belgium,249277,37314,10.07,11,2012,Spring
2017-09-05,Switzerland,186051,20940,7.07,9,2017,Spring
2024-06-30,Netherlands,200724,9574,9.63,6,2024,Summer
2015-04-19,Saudi Arabia,349875,37045,10.61,4,2015,Ramadan
2020-10-19,USA,258478,34974,9.91,10,2020,Spring
2011-11-06,UAE,205408,13475,16.72,11,2011,Spring
2010-07-14,Romania,227183,19616,15.65,7,2010,Summer
2018-07-02,Sweden,235375,15297,17.94,7,2018,Summer
2022-12-08,UK,222966,28486,15.28,12,2022,Winter
2018-09-30,Morocco,269212,17748,17.59,9,2018,Spring
2014-02-23,Morocco,276266,35894,7.72,2,2014,Winter
2022-02-11,Lebanon,298547,24486,17.55,2,2022,Winter
2019-09-25,Australia,329633,28780,7.09,9,2019,Spring
2022-01-12,Peru,189230,23957,7.38,1,2022,Winter
2018-02-02,Morocco,321709,20679,5.5,2,2018,Winter
2019-03-29,Greece,254162,6631,15.53,3,2019,Ramadan
2021-01-17,Portugal,238545,10161,17.56,1,2021,Winter
2011-12-06,Kuwait,236574,28332,15.98,12,2011,Winter
2019-09-25,Greece,255695,14262,13.51,9,2019,Spring
2014-06-23,Australia,180007,24982,9.89,6,2014,Summer
2023-06-06,Peru,258557,25744,8.53,6,2023,Summer
2015-02-18,Sweden,209866,39348,15.14,2,2015,Winter
2016-04-13,Czech Republic,294799,24477,14.05,4,2016,Ramadan
2024-05-01,Greece,193546,19018,17.79,5,2024,Spring
2014-07-23,Egypt,229767,8385,6.93,7,2014,Summer
2019-02-27,Colombia,152598,30853,9.75,2,2019,Winter
2013-05-29,USA,271963,20615,17.22,5,2013,Spring
2017-03-09,Norway,209324,9622,18.02,3,2017,Ramadan
2022-12-08,France,242050,38292,13.84,12,2022,Winter
2014-11-20,Poland,156258,29485,9.59,11,2014,Spring
2019-05-28,Netherlands,267654,24279,7.81,5,2019,Spring
2015-11-15,Qatar,249917,35271,9.97,11,2015,Spring
2015-01-19,Sweden,345626,5799,16.49,1,2015,Winter
2015-12-15,India,345169,25518,12.06,12,2015,Winter
2014-09-21,Lebanon,277833,17315,6.86,9,2014,Spring
2013-01-29,Colombia,320836,11326,7.59,1,2013,Winter
2022-08-10,Netherlands,290203,12753,5.58,8,2022,Summer
2015-10-16,Poland,248051,24360,6.19,10,2015,Spring
2015-12-15,Algeria,298557,17437,7.93,12,2015,Winter
2015-12-15,Portugal,202025,39346,17.87,12,2015,Winter
2012-10-01,Italy,308598,41071,11.68,10,2012,Spring
2021-01-17,UK,262841,36731,6.88,1,2021,Winter
2018-10-30,South Africa,202951,7650,5.73,10,2018,Spring
2016-02-13,Saudi Arabia,338169,24869,8.37,2,2016,Winter
2017-06-07,Greece,153575,21299,5.97,6,2017,Summer
2010-03-16,Romania,227177,11746,5.78,3,2010,Ramadan
2014-11-20,South Africa,297335,28801,13.66,11,2014,Spring
2016-11-09,Spain,171607,31363,13.83,11,2016,Spring
2024-05-31,USA,152026,27863,11.97,5,2024,Spring
2024-08-29,Saudi Arabia,216723,29517,12.66,8,2024,Summer
2021-11-13,Australia,307389,33108,8.88,11,2021,Spring
2021-08-15,Algeria,253369,23991,7.42,8,2021,Summer
2010-05-15,Japan,203912,17823,14.36,5,2010,Spring
2023-01-07,Colombia,290083,20188,8.43,1,2023,Winter
2017-11-04,Egypt,163505,22723,13.85,11,2017,Spring
2014-02-23,Australia,243681,27619,10.86,2,2014,Winter
2015-05-19,UK,174998,52083,17.13,5,2015,Spring
2010-09-12,India,159606,18315,9.83,9,2010,Spring
2020-11-18,Saudi Arabia,317917,18131,17.31,11,2020,Spring
2017-09-05,Turkey,321348,24181,8.67,9,2017,Spring
2013-10-26,Japan,277076,23796,6.57,10,2013,Spring
2010-05-15,South Africa,154209,8001,17.98,5,2010,Spring
2021-07-16,Belgium,194560,24673,16.43,7,2021,Summer
2011-08-08,Colombia,265931,37625,13.8,8,2011,Summer
2021-08-15,India,167040,39256,12.09,8,2021,Summer
2013-12-25,Spain,262520,20344,14.02,12,2013,Winter
2019-12-24,Czech Republic,165621,9024,15.23,12,2019,Winter
2019-04-28,USA,345471,27448,6.33,4,2019,Ramadan
2021-04-17,Denmark,292299,12120,13.98,4,2021,Ramadan
2020-06-21,Morocco,204205,22393,8.48,6,2020,Summer
2022-05-12,Argentina,183444,5854,5.97,5,2022,Spring
2021-09-14,Lebanon,218487,11431,17.46,9,2021,Spring
2010-03-16,Australia,185628,39060,11.95,3,2010,Ramadan
2018-10-30,Australia,206127,16478,18.11,10,2018,Spring
2015-11-15,Romania,248561,27607,7.08,11,2015,Spring
2013-01-29,Portugal,345928,17523,15.33,1,2013,Winter
2018-12-29,USA,153895,28637,10.16,12,2018,Winter
2016-08-11,Jordan,348866,6503,14.39,8,2016,Summer
2014-09-21,Saudi Arabia,316505,27454,8.9,9,2014,Spring
2020-11-18,Romania,279734,35238,13.44,11,2020,Spring
2013-12-25,Netherlands,153052,8576,13.86,12,2013,Winter
2014-10-21,UAE,151532,6174,10.63,10,2014,Spring
2015-07-18,Canada,300941,40444,14.31,7,2015,Summer
2010-04-15,Portugal,201088,39472,5.57,4,2010,Ramadan
